-1.48,0.41,9.91,0.21,-0.01,0.01,sitting
-1.47,0.44,9.90,0.15,-0.01,-0.01,sitting
-1.54,0.45,10.01,0.19,-0.02,-0.00,sitting
-1.51,0.47,9.83,0.17,-0.02,-0.01,sitting
-1.53,0.46,9.77,0.12,-0.03,0.01,sitting
-1.54,0.65,9.83,0.13,-0.02,0.03,sitting
-1.54,0.49,9.87,0.10,-0.03,0.03,sitting
-1.49,0.36,9.91,0.16,-0.01,0.04,sitting
-1.52,0.25,9.94,0.18,-0.02,0.04,sitting
-1.48,0.27,9.90,0.16,-0.02,0.02,sitting
-1.51,0.29,9.90,0.17,-0.02,-0.01,sitting
-1.50,0.31,9.94,0.20,-0.02,-0.02,sitting
-1.41,0.39,9.86,0.19,-0.02,-0.02,sitting
-1.56,0.47,9.86,0.15,-0.02,-0.01,sitting
-1.49,0.46,9.96,0.17,-0.02,-0.00,sitting
-1.41,0.40,9.84,0.16,-0.01,-0.00,sitting
-1.47,0.39,9.89,0.14,-0.02,-0.00,sitting
-1.51,0.30,9.90,0.18,-0.01,-0.01,sitting
-1.47,0.36,9.87,0.14,-0.00,-0.01,sitting
-1.50,0.43,9.81,0.12,-0.01,-0.01,sitting
-1.51,0.31,9.83,0.16,-0.02,-0.01,sitting
-1.54,0.32,9.82,0.16,-0.00,-0.00,sitting
-1.50,0.26,9.89,0.13,-0.01,-0.01,sitting
-1.47,0.32,9.89,0.20,-0.01,-0.01,sitting
-1.45,0.31,9.98,0.19,-0.01,-0.00,sitting
-1.48,0.43,9.85,0.16,-0.02,0.02,sitting
-1.46,0.56,9.88,0.15,-0.01,0.06,sitting
-1.47,0.35,9.80,0.10,0.00,0.09,sitting
-1.47,0.19,9.93,0.06,-0.01,0.06,sitting
-1.43,0.19,9.86,0.08,-0.00,0.12,sitting
-1.42,0.19,9.83,0.11,-0.01,0.08,sitting
-1.58,0.18,9.98,0.11,-0.01,0.08,sitting
-1.48,0.11,9.93,0.13,-0.00,0.09,sitting
-1.50,0.19,9.90,0.20,-0.01,0.17,sitting
-1.47,0.10,9.90,0.19,0.00,0.12,sitting
-1.44,0.22,9.91,0.22,-0.01,0.11,sitting
-1.53,0.21,9.89,0.16,-0.01,0.05,sitting
-1.45,-0.02,9.87,0.07,-0.01,-0.04,sitting
-1.47,-0.03,9.90,0.13,-0.02,-0.05,sitting
-1.49,0.25,9.90,0.10,-0.02,-0.05,sitting
-1.53,0.18,9.93,0.12,-0.01,-0.04,sitting
-1.58,0.14,9.86,0.18,-0.01,-0.01,sitting
-1.44,0.10,9.90,0.22,-0.01,0.00,sitting
-1.43,0.15,9.90,0.19,-0.01,-0.01,sitting
-1.48,0.13,9.86,0.14,-0.01,-0.01,sitting
-1.56,0.05,9.91,0.13,-0.01,-0.01,sitting
-1.47,0.03,9.90,0.17,-0.02,-0.03,sitting
-1.53,0.11,9.96,0.21,-0.02,-0.02,sitting
-1.49,0.12,9.93,0.21,-0.02,-0.02,sitting
-1.55,0.16,9.95,0.17,-0.01,-0.01,sitting
-1.54,0.20,9.95,0.14,-0.01,-0.01,sitting
-1.43,0.04,9.90,0.15,-0.01,-0.00,sitting
-1.49,0.03,9.87,0.17,-0.01,-0.00,sitting
-1.45,0.05,9.88,0.19,-0.01,-0.01,sitting
-1.45,0.06,9.92,0.18,-0.01,-0.01,sitting
-1.52,0.08,9.84,0.17,-0.01,-0.01,sitting
-1.58,0.12,9.81,0.17,-0.01,-0.00,sitting
-1.46,0.10,9.88,0.17,-0.01,-0.01,sitting
-1.50,0.06,9.90,0.17,-0.01,-0.01,sitting
-1.47,0.05,9.95,0.17,-0.01,-0.01,sitting
-1.52,0.02,9.73,0.16,-0.02,-0.02,sitting
-1.51,0.07,9.93,0.17,-0.01,-0.02,sitting
-1.50,0.12,9.86,0.19,-0.02,-0.01,sitting
-1.49,0.13,9.94,0.19,-0.02,-0.01,sitting
-1.54,0.09,9.95,0.20,-0.02,-0.02,sitting
-1.57,0.08,9.90,0.19,-0.01,-0.02,sitting
-1.49,-0.01,9.98,0.15,-0.02,-0.06,sitting
-1.48,-0.04,9.97,0.14,-0.02,-0.09,sitting
-1.51,0.00,9.86,0.17,-0.03,-0.12,sitting
-1.40,0.00,9.91,0.23,-0.02,-0.17,sitting
-1.44,0.39,9.87,0.25,-0.03,-0.14,sitting
-1.48,-0.02,10.01,0.28,-0.03,-0.14,sitting
-1.57,0.24,9.96,0.20,0.01,-0.09,sitting
-1.40,0.37,9.92,0.14,-0.02,-0.11,sitting
-1.50,0.15,9.86,0.13,-0.00,-0.09,sitting
-1.49,0.11,10.02,0.16,0.01,-0.08,sitting
-1.54,0.03,9.85,0.17,-0.01,-0.08,sitting
-1.57,-0.05,9.84,0.17,-0.01,-0.10,sitting
-1.48,-0.02,10.00,0.19,-0.01,-0.11,sitting
-1.94,0.80,9.76,0.17,-0.01,-0.00,sitting
-1.92,0.80,9.78,0.17,-0.02,-0.01,sitting
-1.85,0.70,9.84,0.14,-0.01,0.01,sitting
-1.89,0.72,9.78,0.15,-0.01,0.02,sitting
-1.88,0.75,9.75,0.17,-0.02,-0.01,sitting
-1.86,0.78,9.80,0.19,-0.02,-0.02,sitting
-1.86,0.70,9.70,0.17,-0.01,-0.00,sitting
-1.91,0.81,9.76,0.15,-0.01,0.01,sitting
-2.00,0.77,9.78,0.16,-0.00,-0.00,sitting
-1.99,0.77,9.68,0.16,-0.00,-0.00,sitting
-1.85,0.70,9.81,0.14,-0.00,-0.01,sitting
-1.73,0.73,9.80,0.13,0.01,-0.03,sitting
-1.87,0.62,9.78,0.12,0.00,-0.04,sitting
-1.92,0.74,9.75,0.17,0.00,0.00,sitting
-2.12,0.68,9.68,0.21,0.01,0.03,sitting
-2.18,0.71,9.80,0.20,-0.01,0.05,sitting
-2.10,0.70,9.75,0.17,-0.01,0.01,sitting
-1.88,0.68,9.93,0.13,-0.02,-0.01,sitting
-1.82,0.55,9.71,0.12,-0.01,-0.02,sitting
-1.93,0.55,9.79,0.17,-0.02,-0.01,sitting
-2.02,0.67,9.71,0.24,-0.01,-0.02,sitting
-2.10,0.73,9.84,0.25,-0.02,-0.01,sitting
-2.06,0.87,9.74,0.19,-0.03,0.00,sitting
-1.93,0.87,9.63,0.14,-0.02,0.01,sitting
-1.90,0.69,9.72,0.13,-0.02,0.01,sitting
-1.82,0.74,9.73,0.17,-0.02,0.01,sitting
-2.01,0.65,9.77,0.21,-0.02,0.01,sitting
-1.93,0.75,9.76,0.20,-0.02,0.01,sitting
-1.97,0.80,9.75,0.19,-0.02,0.00,sitting
-1.92,0.85,9.73,0.18,-0.02,-0.01,sitting
-1.96,0.88,9.84,0.18,-0.02,-0.01,sitting
-1.89,0.86,9.89,0.18,-0.02,-0.01,sitting
-1.99,0.76,9.75,0.16,-0.02,-0.01,sitting
-1.86,0.74,9.82,0.15,-0.02,-0.00,sitting
-1.93,0.69,9.66,0.16,-0.02,-0.01,sitting
-1.92,0.68,9.82,0.19,-0.02,-0.00,sitting
-1.91,0.78,9.73,0.21,-0.02,-0.00,sitting
-1.85,0.89,9.78,0.21,-0.02,-0.01,sitting
-1.87,0.93,9.75,0.20,-0.02,-0.02,sitting
-1.94,0.87,9.72,0.17,-0.02,-0.01,sitting
-1.96,0.77,9.76,0.16,-0.02,-0.01,sitting
-1.89,0.80,9.79,0.17,-0.02,-0.01,sitting
-1.86,0.82,9.91,0.19,-0.01,-0.02,sitting
-1.89,0.83,9.79,0.20,-0.02,-0.03,sitting
-1.92,0.79,9.81,0.19,-0.01,-0.02,sitting
-1.96,0.88,9.75,0.18,-0.02,-0.00,sitting
-1.90,0.94,9.72,0.18,-0.02,-0.01,sitting
-1.92,0.84,9.81,0.16,-0.01,-0.01,sitting
-1.82,0.85,9.84,0.14,-0.01,-0.01,sitting
-1.99,0.82,9.70,0.17,-0.01,-0.01,sitting
-1.95,0.79,9.79,0.18,-0.02,-0.01,sitting
-1.91,0.89,9.71,0.19,-0.02,-0.02,sitting
-1.87,0.84,9.79,0.19,-0.02,-0.01,sitting
-1.84,0.87,9.77,0.18,-0.01,-0.03,sitting
-1.85,0.91,9.70,0.21,-0.02,-0.04,sitting
-1.96,0.86,9.79,0.19,-0.02,-0.03,sitting
-1.87,0.91,9.81,0.17,-0.01,-0.05,sitting
-1.89,0.85,9.82,0.19,-0.02,-0.06,sitting
-1.92,0.80,9.75,0.20,-0.02,-0.05,sitting
-1.84,0.92,9.80,0.22,-0.03,-0.03,sitting
-1.87,0.97,9.78,0.21,-0.01,-0.01,sitting
-1.92,1.08,9.73,0.17,-0.02,0.01,sitting
-1.86,0.98,9.80,0.13,-0.01,0.01,sitting
-1.94,0.81,9.71,0.12,-0.02,0.02,sitting
-1.87,0.78,9.71,0.15,-0.01,0.02,sitting
-1.92,0.82,9.78,0.18,-0.02,0.02,sitting
-1.91,0.80,9.83,0.20,-0.01,-0.00,sitting
-1.86,0.81,9.71,0.20,-0.03,-0.04,sitting
-1.79,0.85,9.84,0.22,-0.02,-0.06,sitting
-1.87,0.95,9.77,0.25,-0.03,-0.08,sitting
-1.97,0.91,9.70,0.27,-0.03,-0.08,sitting
-1.86,1.05,9.67,0.28,-0.04,-0.09,sitting
-1.87,1.10,9.73,0.28,-0.05,-0.11,sitting
-1.86,1.16,9.70,0.26,-0.04,-0.13,sitting
-1.67,1.29,9.75,0.25,-0.03,-0.11,sitting
-1.78,1.29,9.67,0.21,-0.02,-0.07,sitting
-1.81,1.34,9.66,0.17,-0.01,-0.03,sitting
-1.85,1.29,9.75,0.14,-0.01,0.03,sitting
-1.95,1.16,9.65,0.11,-0.01,0.04,sitting
-1.92,1.10,9.75,0.11,-0.01,0.04,sitting
-1.76,1.06,9.75,0.12,0.00,0.02,sitting
-1.87,0.95,9.71,0.14,-0.01,0.02,sitting
-1.87,0.95,9.79,0.17,-0.01,0.01,sitting
-1.92,1.04,9.84,0.18,-0.01,0.00,sitting
-1.83,1.09,9.76,0.18,-0.01,-0.00,sitting
-1.86,1.14,9.65,0.16,-0.02,-0.01,sitting
-1.90,1.07,9.70,0.15,-0.01,0.01,sitting
-1.92,1.05,9.71,0.14,-0.01,0.02,sitting
-1.88,1.07,9.74,0.16,-0.01,0.00,sitting
-1.89,0.93,9.79,0.16,-0.01,-0.00,sitting
-1.85,0.93,9.79,0.17,-0.01,-0.00,sitting
-1.91,1.03,9.73,0.17,-0.01,-0.01,sitting
-1.84,1.07,9.77,0.18,-0.01,-0.01,sitting
-1.83,1.06,9.77,0.18,-0.01,-0.00,sitting
-1.88,1.09,9.73,0.16,-0.01,0.00,sitting
-1.92,1.09,9.71,0.15,-0.01,0.01,sitting
-1.95,1.04,9.78,0.15,-0.01,0.01,sitting
-1.89,0.98,9.82,0.14,-0.01,-0.00,sitting
-1.84,0.89,9.81,0.16,-0.01,-0.01,sitting
-1.93,0.88,9.86,0.17,-0.01,-0.05,sitting
-1.81,0.89,9.60,0.23,-0.03,-0.07,sitting
-1.89,1.03,9.75,0.25,-0.03,-0.04,sitting
-1.96,1.27,9.78,0.23,-0.01,-0.01,sitting
-1.88,1.39,9.71,0.18,-0.02,0.02,sitting
-1.94,1.16,9.75,0.10,-0.01,0.03,sitting
-1.81,1.02,9.73,0.06,-0.01,0.03,sitting
-1.78,1.01,9.69,0.52,0.01,0.04,sitting
-1.89,1.23,9.93,0.33,-0.01,-0.02,sitting
-1.88,1.14,9.58,-0.21,-0.06,-0.04,sitting
-1.82,0.99,10.02,0.14,0.02,-0.05,sitting
-1.94,1.27,9.55,0.18,-0.01,-0.01,sitting
-1.91,0.98,9.77,0.03,-0.03,-0.03,sitting
-1.88,1.02,9.75,0.16,-0.00,0.01,sitting
-1.86,0.97,9.66,0.09,-0.02,-0.02,sitting
-1.82,0.91,9.80,0.17,-0.01,0.00,sitting
-1.82,1.11,9.75,0.17,-0.01,-0.01,sitting
-1.81,0.90,9.75,0.09,-0.04,0.00,sitting
-1.88,0.94,9.76,0.26,0.00,0.00,sitting
-1.89,1.00,9.68,0.19,-0.04,0.01,sitting
-1.89,0.99,9.79,0.14,-0.02,-0.01,sitting
-1.88,0.88,9.83,0.09,-0.03,0.01,sitting
-1.88,0.96,9.77,0.08,-0.05,0.01,sitting
-1.78,0.82,9.83,0.13,-0.03,-0.01,sitting
-1.76,0.87,9.75,0.17,-0.04,0.00,sitting
-1.83,0.88,9.69,0.16,-0.03,-0.01,sitting
-1.86,0.81,9.81,0.14,-0.03,-0.01,sitting
-1.73,0.83,9.89,0.11,-0.02,-0.01,sitting
-1.81,0.81,9.65,0.12,-0.03,-0.04,sitting
-1.83,0.85,9.70,0.04,-0.04,-0.08,sitting
-1.79,0.55,9.77,0.10,-0.04,-0.01,sitting
-1.75,0.62,9.66,0.06,-0.10,-0.01,sitting
-1.77,0.53,9.84,0.23,-0.07,-0.04,sitting
-1.62,0.49,9.85,0.18,-0.08,-0.03,sitting
-1.95,1.08,9.92,0.19,-0.04,-0.00,sitting
-1.61,0.60,9.86,0.16,-0.04,-0.01,sitting
-1.51,0.89,9.86,0.07,0.00,0.04,sitting
-1.86,0.43,9.96,-0.09,-0.02,-0.03,sitting
-1.65,0.37,9.76,0.12,-0.01,-0.04,sitting
-1.48,0.45,10.02,0.24,-0.02,-0.02,sitting
-1.69,0.38,9.76,0.18,-0.02,0.01,sitting
-1.55,0.65,9.97,0.20,-0.03,-0.02,sitting
-1.64,0.42,9.78,0.19,-0.03,0.05,sitting
-1.55,0.45,9.84,0.26,-0.03,0.01,sitting
-1.61,0.63,9.85,0.29,-0.02,0.02,sitting
-1.60,0.67,9.84,0.17,-0.03,-0.01,sitting
-1.67,0.78,9.91,0.13,0.01,-0.02,sitting
-1.59,0.56,9.83,0.05,-0.01,-0.01,sitting
-1.59,0.57,9.85,0.16,-0.01,-0.03,sitting
-1.57,0.49,9.91,0.20,-0.01,-0.04,sitting
-1.66,0.59,10.02,0.25,0.02,-0.01,sitting
-1.67,0.73,9.93,0.22,0.06,-0.05,sitting
-1.62,0.53,9.89,0.23,0.05,-0.02,sitting
-1.75,0.89,9.85,0.12,0.05,-0.01,sitting
-1.71,0.46,9.70,0.07,0.02,-0.00,sitting
-1.76,0.52,9.88,0.18,0.02,-0.00,sitting
-1.77,0.59,9.74,0.21,0.03,0.01,sitting
-1.77,0.59,9.81,0.17,0.00,0.00,sitting
-1.70,0.51,9.81,0.16,-0.00,-0.01,sitting
-1.76,0.58,9.72,0.16,-0.02,-0.02,sitting
-1.81,0.57,9.87,0.18,-0.01,-0.01,sitting
-1.80,0.52,9.82,0.17,-0.01,-0.01,sitting
-1.79,0.60,9.87,0.15,-0.02,-0.02,sitting
-1.75,0.57,9.82,0.12,-0.01,-0.00,sitting
-1.76,0.52,9.80,0.11,-0.02,-0.02,sitting
-1.69,0.47,9.89,0.15,-0.01,-0.01,sitting
-1.92,0.57,9.91,0.10,0.02,-0.05,sitting
-1.58,0.35,9.69,0.06,-0.05,0.05,sitting
-2.03,0.55,10.02,0.27,0.01,-0.01,sitting
-1.67,0.48,9.65,0.22,-0.03,-0.01,sitting
-1.81,0.54,9.86,0.20,-0.02,-0.00,sitting
-1.70,0.51,9.83,0.17,-0.01,-0.00,sitting
-1.78,0.48,9.85,0.18,-0.01,0.01,sitting
-1.76,0.52,9.90,0.18,-0.02,0.01,sitting
-1.73,0.49,9.80,0.17,-0.02,-0.01,sitting
-1.78,0.55,9.89,0.17,-0.01,-0.00,sitting
-1.79,0.50,9.81,0.16,-0.01,-0.00,sitting
-1.78,0.59,9.88,0.14,-0.01,-0.00,sitting
-1.80,0.51,9.79,0.09,-0.02,0.02,sitting
-1.76,0.48,9.82,0.15,-0.01,0.01,sitting
-1.85,0.44,9.92,0.16,-0.02,-0.01,sitting
-1.79,0.44,9.79,0.19,-0.01,-0.01,sitting
-1.74,0.41,9.79,0.19,-0.01,-0.01,sitting
-1.76,0.52,9.85,0.18,-0.02,-0.01,sitting
-1.76,0.46,9.93,0.17,-0.01,-0.01,sitting
-1.75,0.46,9.83,0.19,-0.02,-0.01,sitting
-1.74,0.45,9.85,0.18,-0.02,0.00,sitting
-1.71,0.52,9.88,0.16,-0.01,-0.00,sitting
-1.81,0.46,9.80,0.18,-0.01,-0.01,sitting
-1.67,0.51,9.81,0.18,-0.01,-0.00,sitting
-1.74,0.52,9.76,0.17,-0.01,-0.01,sitting
-1.78,0.48,9.88,0.18,-0.01,-0.01,sitting
-1.75,0.49,9.80,0.15,-0.01,-0.00,sitting
-1.79,0.51,9.83,0.18,-0.02,-0.01,sitting
-1.75,0.53,9.70,0.18,-0.01,-0.01,sitting
-1.79,0.51,9.81,0.18,-0.02,-0.01,sitting
-1.81,0.57,9.81,0.18,-0.01,-0.00,sitting
-1.82,0.49,9.76,0.17,-0.01,-0.01,sitting
-1.76,0.58,9.84,0.17,-0.01,-0.01,sitting
-1.75,0.48,9.85,0.19,-0.02,-0.01,sitting
-1.76,0.53,9.80,0.18,-0.01,-0.01,sitting
-1.76,0.48,9.78,0.17,-0.02,-0.00,sitting
-1.75,0.51,9.81,0.19,-0.01,-0.01,sitting
-1.79,0.51,9.82,0.18,-0.02,-0.00,sitting
-1.71,0.55,9.87,0.18,-0.01,-0.00,sitting
-1.83,0.49,9.73,0.17,-0.01,-0.01,sitting
-1.76,0.48,9.83,0.17,-0.02,-0.01,sitting
-1.80,0.49,9.79,0.17,-0.02,-0.01,sitting
-1.81,0.55,9.82,0.17,-0.02,-0.01,sitting
-1.81,0.55,9.81,0.19,-0.01,-0.00,sitting
-1.80,0.56,9.93,0.16,-0.01,-0.01,sitting
-1.81,0.51,9.85,0.17,-0.02,-0.01,sitting
-1.79,0.45,9.77,0.18,-0.02,-0.01,sitting
-1.74,0.56,9.82,0.17,-0.01,-0.01,sitting
-1.76,0.40,9.79,0.16,-0.01,-0.00,sitting
-1.77,0.57,9.86,0.19,-0.02,-0.01,sitting
-1.72,0.52,9.82,0.18,-0.01,-0.01,sitting
-1.80,0.45,9.75,0.19,-0.01,-0.01,sitting
-1.75,0.62,9.84,0.19,-0.01,-0.01,sitting
-1.72,0.56,9.79,0.18,-0.01,-0.00,sitting
-1.74,0.57,9.84,0.17,-0.01,-0.01,sitting
-1.82,0.58,9.87,0.16,-0.02,-0.01,sitting
-1.80,0.51,9.84,0.16,-0.02,-0.01,sitting
-1.78,0.61,9.84,0.17,-0.01,-0.01,sitting
-1.77,0.60,9.81,0.17,-0.01,-0.01,sitting
-1.78,0.53,9.79,0.17,-0.02,-0.00,sitting
-1.75,0.61,9.87,0.15,-0.01,-0.01,sitting
-1.72,0.47,9.79,0.18,-0.02,-0.00,sitting
-1.70,0.62,9.86,0.16,-0.01,-0.00,sitting
-1.71,0.49,9.67,0.18,-0.02,-0.00,sitting
-1.75,0.57,9.94,0.18,-0.02,-0.01,sitting
-1.80,0.56,9.77,0.17,-0.02,-0.00,sitting
-1.76,0.53,9.88,0.18,-0.01,-0.01,sitting
-1.79,0.55,9.89,0.16,-0.01,-0.00,sitting
-1.76,0.56,9.75,0.18,-0.01,-0.01,sitting
-1.73,0.60,9.89,0.17,-0.01,-0.01,sitting
-1.82,0.60,9.79,0.16,-0.01,-0.01,sitting
-1.80,0.51,9.85,0.17,-0.01,-0.01,sitting
-1.78,0.54,9.86,0.16,-0.01,-0.01,sitting
-1.74,0.50,9.89,0.18,-0.02,-0.01,sitting
-1.83,0.58,9.84,0.17,-0.01,-0.00,sitting
-1.76,0.56,9.80,0.18,-0.01,-0.01,sitting
-1.76,0.53,9.88,0.17,-0.01,-0.01,sitting
-1.84,0.58,9.69,0.17,-0.01,-0.00,sitting
-1.79,0.51,9.88,0.19,-0.01,-0.01,sitting
-1.76,0.61,9.91,0.17,-0.02,-0.01,sitting
-1.79,0.62,9.79,0.18,-0.01,-0.01,sitting
-1.76,0.57,9.80,0.17,-0.01,-0.01,sitting
-1.74,0.54,9.76,0.17,-0.01,-0.01,sitting
-1.80,0.52,9.88,0.16,-0.02,-0.01,sitting
-1.74,0.53,9.82,0.17,-0.01,-0.01,sitting
-1.84,0.54,9.85,0.17,-0.02,-0.01,sitting
-1.79,0.53,9.91,0.15,-0.01,-0.01,sitting
-1.74,0.56,9.79,0.17,-0.01,-0.00,sitting
-1.79,0.54,9.84,0.18,-0.02,-0.01,sitting
-1.86,0.53,9.78,0.15,-0.02,-0.02,sitting
